"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"F_MN003","691","201902220300","3.4","10","4"
"F_MN003","691","201902220400","3.4","10","4"
"F_MN003","691","201902220500","3.8","10","4"
"F_MN003","691","201902220600","3.5","10","4"
"F_MN003","691","201902220700","3.5","10","4"
"F_MN003","691","201902220800","3.4","10","4"
"F_MN003","691","201902220900","3.5","10","4"
"F_MN003","691","201902221000","4","10","4"
"F_MN003","691","201902221100","4","10","4"
"F_MN003","691","201902221200","4.3","10","4"
"F_MN003","691","201902221300","5.1","10","4"
"F_MN003","691","201902221400","4.6","10","4"
"F_MN003","691","201902221500","3.6","10","4"
"F_MN003","691","201902221600","3.4","10","4"
"F_MN003","691","201902221700","2.9","10","4"
"F_MN003","691","201902221800","2.2","10","4"
"F_MN003","691","201902221900","3.8","10","4"
"F_MN003","691","201902222000","3.8","10","4"
"F_MN003","691","201902222100","3.4","10","4"
"F_MN003","691","201902222200","3.1","10","4"
"F_MN003","691","201902222300","2.4","10","4"
"F_MN003","691","201902230000","3.3","10","4"
"F_MN003","691","201902230100","4","10","4"
"F_MN003","691","201902230200","4","10","4"
"F_MN003","691","201902230300","4","10","4"
"F_MN003","691","201902230400","3.3","10","4"
"F_MN003","691","201902230500","2.9","10","4"
"F_MN003","691","201902230600","3.3","10","4"
"F_MN003","691","201902230700","3.3","10","4"
"F_MN003","691","201902230800","3.7","10","4"
"F_MN003","691","201902230900","3.7","10","4"
"F_MN003","691","201902231000","5.3","10","4"
"F_MN003","691","201902231100","4.2","10","4"
"F_MN003","691","201902231200","4.2","10","4"
"F_MN003","691","201902231300","4.3","10","4"
"F_MN003","691","201902231400","4","10","4"
"F_MN003","691","201902231500","4.2","10","4"
"F_MN003","691","201902231600","4.1","10","4"
"F_MN003","691","201902231700","3.4","10","4"
"F_MN003","691","201902231800","2.4","10","4"
"F_MN003","691","201902231900","2.3","10","4"
"F_MN003","691","201902232000","3","10","4"
"F_MN003","691","201902232100","2.9","10","4"
"F_MN003","691","201902232200","3.2","10","4"
"F_MN003","691","201902232300","4.3","10","4"
"F_MN003","691","201902240000","3","10","4"
"F_MN003","691","201902240100","1","10","4"
"F_MN003","691","201902240200","1.1","10","4"
"F_MN003","691","201902240300","1.6","10","4"
"F_MN003","691","201902240400","1.5","10","4"
"F_MN003","691","201902240500","1.9","10","4"
"F_MN003","691","201902240600","1.3","10","4"
"F_MN003","691","201902240700","1.6","10","4"
"F_MN003","691","201902240800","1.1","10","4"
"F_MN003","691","201902240900","1.4","10","4"
"F_MN003","691","201902241000","1.2","10","4"
"F_MN003","691","201902241100","1.2","10","4"
"F_MN003","691","201902241200","1","10","4"
"F_MN003","691","201902241300","1.1","10","4"
"F_MN003","691","201902241400","1.1","10","4"
"F_MN003","691","201902241500","1.2","10","4"
"F_MN003","691","201902241600","1.2","10","4"
"F_MN003","691","201902241700","1","10","4"
"F_MN003","691","201902241800","1.7","10","4"
"F_MN003","691","201902241900","1.5","10","4"
"F_MN003","691","201902242000","0.7","10","4"
"F_MN003","691","201902242100","0.7","10","4"
"F_MN003","691","201902242200","0.6","10","4"
"F_MN003","691","201902242300","1","10","4"
"F_MN003","691","201902250000","0.9","10","4"
"F_MN003","691","201902250100","0.8","10","4"
"F_MN003","691","201902250200","0.4","10","4"
"F_MN003","691","201902250300","0.9","10","4"
"F_MN003","691","201902250400","0.9","10","4"
"F_MN003","691","201902250500","0.8","10","4"
"F_MN003","691","201902250600","0.8","10","4"
"F_MN003","691","201902250700","0.1","10","4"
"F_MN003","691","201902250800","0.4","10","4"
"F_MN003","691","201902250900","0.7","10","4"
"F_MN003","691","201902251000","0.6","10","4"
"F_MN003","691","201902251100","1.9","10","4"
"F_MN003","691","201902251200","1.8","10","4"
"F_MN003","691","201902251300","1.8","10","4"
"F_MN003","691","201902251400","1.7","10","4"
"F_MN003","691","201902251500","2.3","10","4"
"F_MN003","691","201902251600","1.4","10","4"
"F_MN003","691","201902251700","1.6","10","4"
"F_MN003","691","201902251800","1.8","10","4"
"F_MN003","691","201902251900","1.7","10","4"
"F_MN003","691","201902252000","1","10","4"
"F_MN003","691","201902252100","0.6","10","4"
"F_MN003","691","201902252200","1.5","10","4"
"F_MN003","691","201902252300","1.2","10","4"
"F_MN003","691","201902260000","0.6","10","4"
"F_MN003","691","201902260100","0.5","10","4"
"F_MN003","691","201902260200","0.8","10","4"
"F_MN003","691","201902260300","1.6","10","4"
"F_MN003","691","201902260400","1.9","10","4"
